burrow,stage,boat_id,stroke,site,goby_number,shrimp_species,goby_total,goby_out,burrow_stage,shrimp_out,shrimp_total,shrimp_number,shrimp_contact
95,During,B,4,SITE 2,1,mannarensis,299.99800000000005,0.011406742711618074,95 During,0.2620884735077867,299.9655,2,0.9865166217220723
95,Post,B,4,SITE 2,1,mannarensis,300,0,95 Post,0.1960314020934729,299.97999999999996,2,1
96,Post,C,4,SITE 2,1,mannarensis,299.994,0.03216397661286558,96 Post,0.0037484582819427314,299.99,2,0.9716594331886638
96,Pre,C,4,SITE 2,1,mannarensis,300,1,96 Pre,0.6879024528474867,299.9575,2,0.6799655984519304
96,During,C,4,SITE 2,1,mannarensis,299.99399999999997,0.062167910024867164,96 During,0.03370758424812569,299.977,2,0.9400558674115654
97,Post,D,4,SITE 2,1,mannarensis,299.99,0.04353145104836827,97 Post,0.04161026837806301,299.95,1,0.9589825129835929
10,During,C,control,SITE 1,1,unknown,299.989,0.7764118017660648,10 During,0.06204404502172583,299.98850000000004,2,0.2696398867958492
97,During,D,4,SITE 2,1,mannarensis,299.99399999999997,0.026840536810736212,97 During,0.00500355015384,299.987,1,0.9790863878185042
97,Pre,D,4,SITE 2,1,mannarensis,300,0,97 Pre,0,299.99,1,1
98,Pre,E,control,SITE 1,1,bellulus,299.99600000000004,0.9477193029240389,98 Pre,0.14806555431664808,299.9955,2,0.36283029496961633
98,Post,E,control,SITE 1,1,bellulus,299.99,0.8383246108203607,98 Post,0.45931556027050346,300.6985,2,0.5859972932611536
98,During,E,control,SITE 1,1,bellulus,256.289,0.8839084002824936,98 During,0.3936078721574431,299.994,2,0.9999966666666668
100,Post,G,control,SITE 1,1,mannarensis,299.997,0.03608369417027503,100 Post,0,299.9805,2,0.9664397762651752
100,Pre,G,control,SITE 1,1,mannarensis,299.99399999999997,0.16497329946598935,100 Pre,0.07341897908530072,299.9565,2,0.9491764972549908
10,Pre,C,control,SITE 1,1,unknown,299.99,0.5655621854061802,10 Pre,0.034847650681866946,300.6085,2,0.6612132242644853
100,During,G,control,SITE 1,1,mannarensis,299.996,0.09844131255083402,100 During,0.017504977399913906,297.34400000000005,2,0.9055730185767287
101,During,H,control,SITE 1,1,mannarensis,300,1,101 During,0.7431486413958405,299.977,2,0.4833182777275924
101,Pre,H,control,SITE 1,1,mannarensis,299.991,0.984932881319773,101 Pre,0.6779470887476915,299.974,2,0.6504754364765198
101,Post,H,control,SITE 1,1,mannarensis,299.994,0.968322699787329,101 Post,0.5530183224714688,297.831,2,0.6460469186216092
102,Pre,A,2,SITE 2,1,mannarensis,299.99100000000004,0.18927901170368444,102 Pre,0,299.99600000000004,1,0.8190230471276091
102,Post,A,2,SITE 2,1,mannarensis,299.986,0.6418899548645604,102 Post,0,299.998,1,0.3594629190111736
102,During,A,2,SITE 2,1,mannarensis,299.99,0.6358245274842494,102 During,0.01252350031333751,299.99600000000004,1,0.3681540297472616
103,Post,B,2,SITE 2,1,mannarensis,299.999,0.3989879966266554,103 Post,0.34444766695669277,299.97299999999996,2,0.9313357511433487
103,During,B,2,SITE 2,1,mannarensis,299.998,0.49498663324422165,103 During,0.5145353682848932,299.958,2,0.5951701562390621
103,Pre,B,2,SITE 2,1,mannarensis,299.99699999999996,0.9817431507648411,103 Pre,0.5227591310710601,299.9785,2,0.5458689525168298
104,Post,C,2,SITE 2,1,mannarensis,299.995,0.9851630860514341,104 Post,0.5075473207677998,299.97400000000005,2,0.5673120193605807
104,Pre,C,2,SITE 2,1,mannarensis,299.997,1,104 Pre,0.16492379593578324,299.984,2,0.3868599866660381
104,During,C,2,SITE 2,1,mannarensis,299.996,0.858304777397032,104 During,0.35623947864059863,299.985,2,0.5230920515341921
105,Pre,D,2,SITE 2,1,mannarensis,300,1,105 Pre,0.7768453159767654,299.98249999999996,2,0.7505795997553264
105,During,D,2,SITE 2,1,mannarensis,299.995,0.6518508641810697,105 During,0.2205919120465902,299.97700000000003,2,0.5742398181296959
105,Post,D,2,SITE 2,1,mannarensis,299.996,0.9458259443459248,105 Post,0.4396168360135478,299.976,2,0.46238528746054014
106,Post,E,2,SITE 5,1,mannarensis,299.987,0.8414097944244249,106 Post,0.18801994176152226,299.97349999999994,2,0.8318971982866381
106,Pre,E,2,SITE 5,1,mannarensis,299.992,0.8341689111709645,106 Pre,0.3547361718583315,299.968,2,0.7057669310966264
106,During,E,2,SITE 5,1,mannarensis,299.993,0.721060158070355,106 During,0.2206665499912493,299.9775,2,0.6632821601729364
107,Pre,F,2,SITE 5,1,sciolii,299.988,0.6977045748496606,107 Pre,0.07564759239473759,299.9765,2,0.41380408078909037
107,Post,F,2,SITE 5,1,sciolii,299.98999999999995,0.9607486916230542,107 Post,0.16238390196091504,299.962,2,0.406923484643925
107,During,F,2,SITE 5,1,sciolii,299.997,0.7965779657796578,107 During,0.08667657833943924,299.98299999999995,2,0.3398273304555076
109,During,H,2,SITE 5,1,unknown,299.98900000000003,0.9515448899792991,109 During,0.4827520106680001,299.9625,2,0.5983025789665799
109,Pre,H,2,SITE 5,1,unknown,299.983,0.7659834057263244,109 Pre,0.38810749361585806,299.962,2,0.7028151407570379
109,Post,H,2,SITE 5,1,unknown,299.991,0.7062045194689174,109 Post,0.17823848360443972,299.9745,2,0.6151218931777694
110,Post,A,control,SITE 2,2,mannarensis,300,1,110 Post,0.5391640621744386,299.9625,2,0.672485232742643
110,Pre,A,control,SITE 2,2,mannarensis,299.9995,0.9288282147136913,110 Pre,0.2602567333702976,297.585,2,0.6844686085350651
110,During,A,control,SITE 2,2,mannarensis,300,1,110 During,0.4838752694122687,299.95849999999996,2,0.7182158649414895
111,Pre,B,control,SITE 2,1,mannarensis,300,0,111 Pre,0.15337813960621152,299.958,2,1
111,During,B,control,SITE 2,1,mannarensis,300,0,111 During,0.07620339796682041,299.97349999999994,2,1
111,Post,B,control,SITE 2,1,mannarensis,300,0,111 Post,0.09912644321880923,299.9805,2,1
113,Pre,D,control,SITE 2,1,unknown,299.993,1,113 Pre,0.48447581821363983,299.9675,2,0.4981715935304078
113,Post,D,control,SITE 2,1,unknown,299.993,0.9397952618894442,113 Post,0.16298122441359636,299.964,2,0.6558638863007922
113,During,D,control,SITE 2,1,unknown,299.994,0.9415721647766288,113 During,0.34267170254116097,299.981,2,0.4185628283420891
114,Pre,E,4,SITE 2,1,mannarensis,299.99399999999997,0.932491983172997,114 Pre,0.6225298023841906,299.976,2,0.6032327798139602
114,During,E,4,SITE 2,1,mannarensis,299.998,0.41299608664057763,114 During,0.29972553429266785,289.4715,2,0.8040540878385698
114,Post,E,4,SITE 2,1,mannarensis,299.998,0.8220554803698691,114 Post,0.8373017923488888,299.9695,2,0.8205928237129485
115,Post,F,4,SITE 2,1,mannarensis,299.99399999999997,0.7533317333013327,115 Post,0.38550628005634135,299.9575,2,0.8307132547309753
115,Pre,F,4,SITE 2,1,mannarensis,299.985,0.9873026984682567,115 Pre,0.7589306848830967,299.94899999999996,2,0.8289964931930611
115,During,F,4,SITE 2,1,mannarensis,300,0,115 During,0.3946064254149449,299.9495,2,1
116,Post,G,4,SITE 2,1,mannarensis,256.956,0.9883248493905571,116 Post,0.41993132875525035,299.98,2,0.842315795087869
116,Pre,G,4,SITE 2,1,mannarensis,299.995,0.9442990716511941,116 Pre,0.8003990352481136,299.9735,2,0.9475221963142535
116,During,G,4,SITE 2,1,mannarensis,299.991,0.9383714844778677,116 During,0.15888325549922167,299.997,2,0.2189669827830464
117,Pre,H,4,SITE 2,1,unknown,299.99399999999997,0.995879917598352,117 Pre,0.4116695975397335,299.9675,2,0.5181640598957292
117,Post,H,4,SITE 2,1,unknown,299.993,0.5580630214705009,117 Post,0.3964017295977668,299.8385,2,0.7214328453734369
117,During,H,4,SITE 2,1,unknown,299.99,0.8930897696589887,117 During,0.2910366216059225,296.96950000000004,2,0.5236336422927108
118,Post,A,2,SITE 5,1,unknown,300,1,118 Post,0,300,1,0
118,During,A,2,SITE 5,1,unknown,299.996,0.24842331231083087,118 During,0,300,1,0.7465816438776258
118,Pre,A,2,SITE 5,1,unknown,299.998,0.7907586050573671,118 Pre,0,300,1,0.20788402628008762
119,Post,B,2,SITE 5,1,mannarensis,299.991,0.2297702264401265,119 Post,0,300,1,0.7702297735598735
119,Pre,B,2,SITE 5,1,mannarensis,299.994,0.15416641666166656,119 Pre,0.045595613113989034,299.985,1,0.83665006633466
119,During,B,2,SITE 5,1,mannarensis,299.996,0.018446912625501674,119 During,0.05246473239286382,299.99199999999996,1,0.9809430792410566
121,Pre,D,2,SITE 5,1,unknown,299.997,1,121 Pre,0.6344144090086306,299.97900000000004,2,0.6466435217978996
121,Post,D,2,SITE 5,1,unknown,299.992,0.9727092722472599,121 Post,0.5964785950384294,299.9655,2,0.6621659010753835
121,During,D,2,SITE 5,1,unknown,299.992,0.9703592095789221,121 During,0.3903321188200665,299.98299999999995,2,0.42070928794530504
122,During,E,2,SITE 4,1,mannarensis,299.996,0.7450166002213363,122 During,0.045105588612763974,299.985,2,0.5301599759139669
122,Post,E,2,SITE 4,1,mannarensis,160.161,0.9343036069954609,122 Post,0.289590754004037,299.9785,2,0.40183004575114384
122,Pre,E,2,SITE 4,1,mannarensis,299.993,0.9391052457890685,122 Pre,0.24423132054589944,299.98199999999997,2,0.3386051581547446
123,Pre,F,2,SITE 4,1,mannarensis,299.997,0.995843291766251,123 Pre,0.33820637100645373,299.984,2,0.3439625588143625
123,During,F,2,SITE 4,1,mannarensis,299.996,0.8274243656582088,123 During,0.0694262950863391,299.98,2,0.30967623650985454
123,Post,F,2,SITE 4,1,mannarensis,299.995,0.9090651510858515,123 Post,0.060449176753752845,299.97100000000006,2,0.34261531076233787
13,Pre,C,control,SITE 2,1,unknown,300,0,13 Pre,0.1919779847953743,299.97450000000003,2,1
124,During,G,2,SITE 4,1,mannarensis,299.995,0.8863047717461957,124 During,0.49968496324571204,299.96500000000003,2,0.6043885913733809
124,Pre,G,2,SITE 4,1,mannarensis,299.993,0.9666692222818531,124 Pre,0.3734319631171723,299.977,2,0.35922970894078315
124,Post,G,2,SITE 4,1,mannarensis,299.992,0.8602029387450331,124 Post,0.20819393672685935,299.95349999999996,2,0.3253322310357874
125,During,H,2,SITE 4,1,mannarensis,299.983,0.8529716683945424,125 During,0.5005784779528216,299.925,1,0.760727381825455
125,Pre,H,2,SITE 4,1,mannarensis,299.972,0.4356639953062286,125 Pre,0.28905640499036467,299.938,1,0.7215938449024766
125,Post,H,2,SITE 4,1,mannarensis,299.986,0.6944657417346142,125 Post,0.20404740869159343,299.945,1,0.7930467770754994
127,Post,B,2,SITE 2,1,unknown,299.99600000000004,0.008380111734823129,127 Post,0.007570302812112484,299.988,1,0.9908232109761463
13,During,C,control,SITE 2,1,unknown,300,0,13 During,0.1278128187861291,299.96600000000007,2,1
127,Pre,B,2,SITE 2,1,unknown,299.99600000000004,0.8860851478019706,127 Pre,0.8355045168172273,299.99,1,0.867741817199964
127,During,B,2,SITE 2,1,unknown,299.99300000000005,0.34174130729717017,127 During,0.05554833311666017,299.991,1,0.7235278038894111
129,Post,D,2,SITE 2,1,unknown,300,0,129 Post,0.021617099008646837,299.994,2,1
129,Pre,D,2,SITE 2,1,unknown,299.99699999999996,0.7518008513418468,129 Pre,0.2766413526866378,299.966,2,0.7613580679033951
129,During,D,2,SITE 2,1,unknown,299.995,0.135625593759896,129 During,0.19587407202456156,299.981,2,0.8583485834858349
130,Pre,E,2,SITE 5,2,mannarensis,299.996,0.9720146268616916,130 Pre,0.6202578483744885,299.9825,2,0.6387121720970621
130,Post,E,2,SITE 5,2,mannarensis,299.9935,0.7109487372226398,130 Post,0.4641501068429492,299.973,2,0.7191797032557861
13,Post,C,control,SITE 2,1,unknown,299.997,0.04733047330473304,13 Post,0.12680796446163206,299.95750000000004,2,0.7274762161909906
130,During,E,2,SITE 5,2,mannarensis,299.997,0.9958282916162494,130 During,0.8171843357529189,299.9825,2,0.8301504706792181
131,Pre,F,2,SITE 5,1,mannarensis,299.979,0.2763726794208928,131 Pre,0,299.996,2,0.7967352027414429
131,Post,F,2,SITE 5,1,mannarensis,299.99199999999996,0.9167977812741673,131 Post,0.7749378688904409,299.9705,2,0.8008810323045178
131,During,F,2,SITE 5,1,mannarensis,299.988,0.7275157672973586,131 During,0.571240208899046,299.95349999999996,2,0.939291006155236
132,Post,G,2,SITE 5,1,sciolii,299.992,0.8468892503800101,132 Post,0.019411990199836665,299.995,2,0.14974983083164164
132,During,G,2,SITE 5,1,sciolii,299.986,0.6557039328501997,132 During,0.12352875238201994,298.8535,2,0.3747058196049149
132,Pre,G,2,SITE 5,1,sciolii,299.989,0.6710412715132889,132 Pre,0.5388547835696629,299.96950000000004,2,0.6473031466206204
133,Pre,H,2,SITE 5,1,mannarensis,299.999,0,133 Pre,0.23467252999314875,299.9435,2,1
134,Post,A,2,SITE 1,1,sciolii,299.995,1,134 Post,0.38086530976902955,299.9735,2,0.4773649656570168
134,Pre,A,2,SITE 1,1,sciolii,299.997,1,134 Pre,0.13588441298887036,299.9645,2,0.24006740348251326
134,During,A,2,SITE 1,1,sciolii,299.99899999999997,1,134 During,0.24460130675378364,299.97999999999996,2,0.35776215524310484
135,Pre,B,2,SITE 1,2,bellulus,299.98400000000004,0.3826620753106832,135 Pre,0.24054473021852552,299.965,2,0.8691951264229878
135,Post,B,2,SITE 1,2,bellulus,299.98300000000006,0.6722264261641492,135 Post,0.2582673280529109,299.976,2,0.6726230855260854
135,During,B,2,SITE 1,2,bellulus,299.98199999999997,0.42726896947150167,135 During,0.29595806387092477,299.97999999999996,2,0.8277868524568304
136,During,C,2,SITE 1,2,mannarensis,299.992,0.8086982319528521,136 During,0.3548388709801085,299.977,2,0.6400368013493828
136,Post,C,2,SITE 1,2,mannarensis,299.864,0.7211735986980765,136 Post,0.41604790059224556,299.45349999999996,2,0.8248603673202026
136,Pre,C,2,SITE 1,2,mannarensis,299.98850000000004,0.8052342006443579,136 Pre,0.6988690064425793,299.95750000000004,2,0.8828941293728031
137,Post,D,2,SITE 1,1,mannarensis,299.998,0.0035033566890445935,137 Post,0.07590729368778294,299.958,1,0.9966366442442949
137,Pre,D,2,SITE 1,1,mannarensis,299.99,0.6175772525750858,137 Pre,0.007556767423565648,299.996,1,0.36978072894791225
137,During,D,2,SITE 1,1,mannarensis,299.99199999999996,0.1833748899970666,137 During,0.02828836396850478,299.98199999999997,1,0.8019994066449102
138,Pre,E,control,SITE 1,1,mannarensis,299.98699999999997,0.5686413077900043,138 Pre,0.18150663239623024,299.967,1,0.5831344338364712
138,Post,E,control,SITE 1,1,mannarensis,299.99699999999996,0.905379053790538,138 Post,0.024974998333222212,299.98,1,0.15296996203168803
138,During,E,control,SITE 1,1,mannarensis,299.984,0.4214324763987412,138 During,0.31371535822751473,299.96299999999997,1,0.8723082256623599
139,Post,F,control,SITE 1,2,mannarensis,299.9995,1,139 Post,0.7162400485404526,299.956,2,0.794259513587029
139,Pre,F,control,SITE 1,2,mannarensis,299.991,0.7495041517912204,139 Pre,0.652639597039131,299.97950000000003,2,0.78229259552481345
139,During,F,control,SITE 1,2,mannarensis,271.9495,0.9756774695301884,139 During,0.3878766184003549,297.516,2,0.4676282494670683
140,During,G,control,SITE 1,1,mannarensis,299.99,0.8814960498683289,140 During,0.3266632666326663,299.99699999999996,2,0.7808970786277151
140,Pre,G,control,SITE 1,1,mannarensis,299.999,0.7785159283864279,140 Pre,0.39807354465782835,299.981,2,0.9946766311775412
140,Post,G,control,SITE 1,1,mannarensis,299.987,0.8783647291382626,140 Post,0.40924379552310947,299.985,2,0.5093760677350266
141,During,H,control,SITE 1,1,bellulus,299.999,0.030230100767002558,141 During,0.40856850923674165,299.9705,2,0.5325755429257154
141,Pre,H,control,SITE 1,1,bellulus,299.996,0.010923478979719731,141 Pre,0,300,2,0.9890765210202803
141,Post,H,control,SITE 1,1,bellulus,299.99300000000005,0.7923351544869379,141 Post,0.59626100305527,299.9735,2,0.6887963692909751
142,Post,A,control,SITE 3,2,mannarensis,299.995,0.7587609793496558,142 Post,0.34126214890175266,299.204,1,0.5907559075590756
142,During,A,control,SITE 3,2,mannarensis,299.995,0.8350539175652928,142 During,0.8165556003747029,299.971,1,0.9933599557330381
142,Pre,A,control,SITE 3,2,mannarensis,299.99649999999997,0.8096544459685364,142 Pre,0.8466262168289106,299.96000000000004,1,0.971323046563799
143,Post,B,control,SITE 3,1,mannarensis,300,0,143 Post,0.026723734189346173,299.9955,2,1
143,During,B,control,SITE 3,1,mannarensis,300,0,143 During,0.08842202816610302,299.97049999999996,2,1
143,Pre,B,control,SITE 3,1,mannarensis,300,0,143 Pre,0.004577063345489942,299.974,2,1
15,Pre,A,2,SITE 2,1,mannarensis,299.995,0.23285388089801498,15 Pre,0.2076699951656192,299.935,2,0.9120363734545781
144,Pre,C,control,SITE 4,1,mannarensis,299.993,0.7168667268902942,144 Pre,0.3009108094174257,299.6785,2,1
144,During,C,control,SITE 4,1,mannarensis,299.997,0.5566789001223346,144 During,0.060322254279861515,299.9805,2,0.6060725256299783
144,Post,C,control,SITE 4,1,mannarensis,299.998,0,144 Post,0.09658804900408367,299.97499999999997,2,1
15,Post,A,2,SITE 2,1,mannarensis,299.99199999999996,0.4194578522093923,15 Post,0.14213345201958322,299.9505,2,0.9926216297748155
15,During,A,2,SITE 2,1,mannarensis,299.99399999999997,0.6585565044634226,15 During,0.22600443731007663,299.9565,2,0.8540772889853362
16,Pre,B,2,SITE 2,1,mannarensis,299.98900000000003,0.7665447733083546,16 Pre,0.588492964366793,299.97299999999996,1,0.8953631787726258
16,Post,B,2,SITE 2,1,mannarensis,260.467,0.1985894566298226,16 Post,0.15483238659092727,299.97600000000006,1,0.8227458640701617
16,During,B,2,SITE 2,1,mannarensis,299.98699999999997,0.32819422174960916,16 During,0.05212944690383487,299.98400000000004,1,0.8160684284914265
17,Pre,C,2,SITE 2,1,mannarensis,299.99600000000004,0.9883231776423684,17 Pre,0.9810069556466777,299.1095,2,0.9730112168536142
17,Post,C,2,SITE 2,1,mannarensis,300,1,17 Post,0,300,2,0
17,During,C,2,SITE 2,1,mannarensis,299.998,1,17 During,0,300,2,0
18,Post,A,control,SITE 2,1,mannarensis,299.99899999999997,1,18 Post,0.9381452750117514,299.969,2,0.900547025527858
18,Pre,A,control,SITE 2,1,mannarensis,299.99699999999996,0.931879318793188,18 Pre,0.5572961899221381,299.9545,2,0.7941588354523678
18,During,A,control,SITE 2,1,mannarensis,299.99600000000004,0.27691035880478404,18 During,0.22852894947821434,299.97950000000003,2,0.6028547760997505
19,Pre,B,control,SITE 2,1,mannarensis,299.998,1,19 Pre,0.44938071860199974,299.97133333333335,3,0.42819988853798996
19,Post,B,control,SITE 2,1,mannarensis,299.997,1,19 Post,0.3294686183588407,299.97900000000004,3,0.6077873504307694
19,During,B,control,SITE 2,1,mannarensis,299.998,1,19 During,0.2661719736163706,299.984,3,0.6602141755906495
20,During,C,control,SITE 2,1,unknown,299.995,0.8364139402323373,20 During,0.5151086811574876,299.96000000000004,2,0.7653748268959297
20,Post,C,control,SITE 2,1,unknown,299.999,1,20 Post,0.769066906690669,299.97,2,0.7692771807248194
20,Pre,C,control,SITE 2,1,unknown,299.998,0.2040313602090681,20 Pre,0.03734372057129809,299.9835,2,0.8870294072548117
21,During,D,control,SITE 2,2,unknown,300.05150000000003,0.7312211403709029,21 During,0.5147478464943862,299.976,1,0.836578975439345
21,Pre,D,control,SITE 2,2,unknown,299.99449999999996,0.9492974037857361,21 Pre,0.9383255212326894,299.962,1,0.9874132494216628
21,Post,D,control,SITE 2,2,unknown,299.9955,1,21 Post,0.013083507780103733,299.99600000000004,1,0
23,Pre,B,control,SITE 3,2,unknown,299.97950000000003,1,23 Pre,0.45825992896512757,299.9935,2,0.9019156858235249
23,During,B,control,SITE 3,2,unknown,299.99899999999997,1,23 During,0.07545842012710251,301.96099999999996,2,0.10995263841736869
23,Post,B,control,SITE 3,2,unknown,299.99850000000004,0.9801149005745028,23 Post,0,300,2,0.01988509942549721
25,Post,D,control,SITE 3,1,unknown,300,0,25 Post,0.008383445112601503,299.996,1,1
25,Pre,D,control,SITE 3,1,unknown,299.995,0.9799129985499758,25 Pre,0.760727013304797,299.967,1,0.7880915236609465
25,During,D,control,SITE 3,1,unknown,299.998,0.9102594017293449,25 During,0,300,1,0
26,Post,E,4,SITE 3,1,mannarensis,299.995,0.9733495558259304,26 Post,0.7129400090875072,299.312,2,0.6024274233229457
26,Pre,E,4,SITE 3,1,mannarensis,299.996,0.6523453646048615,26 Pre,0.6158650520473052,299.9675,2,0.8888842591589484
26,During,E,4,SITE 3,1,mannarensis,299.996,0.9891798557314098,26 During,0.5340799237297741,299.986,2,0.5137419415054968
27,Post,F,4,SITE 3,2,mannarensis,299.9925,0.9654208021867214,27 Post,0.8741670416854176,299.985,1,0.9292285845716914
27,Pre,F,4,SITE 3,2,mannarensis,299.9925,0.6718651299615823,27 Pre,0.6815587325296063,299.936,1,0.9867732451549677
27,During,F,4,SITE 3,2,mannarensis,299.9935,0.7495079060046301,27 During,0.10031833863897731,299.995,1,0.47954812881462155
28,Pre,G,4,SITE 3,2,mannarensis,299.9925,0.9137411768627549,28 Pre,0.7930222945223745,299.984,2,0.829345733643341
28,During,G,4,SITE 3,2,mannarensis,299.999,0.9649015496718321,28 During,0.3958595838583438,299.994,2,0.45268936919158925
28,Post,G,4,SITE 3,2,mannarensis,299.9945,0.9245669503940905,28 Post,0.8617637793700716,299.98650000000004,2,0.9345540183102745
29,Post,H,4,SITE 3,2,unknown,299.9975,0.965419711830932,29 Post,0.21586138042878594,299.98650000000004,2,0.33051717528625474
29,During,H,4,SITE 3,2,unknown,299.997,0.94769947699477,29 During,0.3199185948443402,299.981,2,0.4436549763159562
29,Pre,H,4,SITE 3,2,unknown,299.99850000000004,0.9817265752995431,29 Pre,0.3340928448679633,299.9735,2,0.44389998366617667
30,During,A,4,SITE 3,1,mannarensis,231.678,0.018512763404380215,30 During,0.09003781925098216,299.9795,2,0.7314132094213961
30,Pre,A,4,SITE 3,1,mannarensis,299.994,0.9426421861770568,30 Pre,0.526756248624936,299.986,2,0.5551211024220485
30,Post,A,4,SITE 3,1,mannarensis,300,0,30 Post,0.10408235380399636,299.97400000000005,2,0.8636160602676712
31,Pre,B,4,SITE 3,1,unknown,299.991,0.9528485854575638,31 Pre,0.7799339911988266,299.96000000000004,2,0.6631915102846295
31,Post,B,4,SITE 3,1,unknown,300,1,31 Post,0.9618532371612036,300.6415,2,0.8923227184996783
31,During,B,4,SITE 3,1,unknown,298.95700000000005,0.5573209525115651,31 During,0.35517893220779745,299.94599999999997,2,0.713716753496024
33,During,D,4,SITE 3,1,mannarensis,299.99199999999996,0.3248919971199232,33 During,0.3140113691299782,299.935,2,0.9915782771885145
33,Post,D,4,SITE 3,1,mannarensis,299.99199999999996,0.03834435584948932,33 Post,0.10192095864347941,299.59000000000003,2,0.9683991573108616
70,Pre,A,4,SITE 1,1,mannarensis,300,1,70 Pre,0,300,2,0
133,During,H,2,SITE 5,1,mannarensis,300,1,133 During,0,300,2,0
133,Post,H,2,SITE 5,1,mannarensis,300,1,133 Post,0,300,2,0
33,Pre,D,4,SITE 3,1,mannarensis,300,1,33 Pre,0,300,2,0
